Client ID,Case ID#,Date Opened,Date Closed,County of Residence,Zip Code,ACE Gender,ACE Race/Ethnicity,Current Age,Total Annual Income ,Aware of ACE Before Calling,ACE Did you try to get legal representation in this case before today's hearing?,Disability in Household,Landlord Representation,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Move Options,Wants to Stay in Rental Unit,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Request a Continuance,ACE Case Handler,ACE Funding Source,Tenant's Goals (Same Day),Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Prevent Eviction Filing,Goal Status - Mitigate Damages,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Goal Status - Remediate Defective Conditions,Goal Status - Secure Monetary Relief,Goal Status - Avoid Subsidy Termination,Goal Status - Reduce Rent/Fee,Goal Status - Remedy Housing Discrimination,Goal Status - Obtain Accomodation,Goal Status - Recover Personal Property,Goal Status - Other Goal
1575959,24-0571039,8/27/2024,11/20/2024,Howard County,21042,Female,Not asked,57,36636,Not asked,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Not asked,Not asked,Not asked,Obtained counseling services on a housing matter,,Counseling,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576066,24-0571090,8/28/2024,9/30/2024,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",41,0,,,,,Failure to pay rent,,,,,Prevented eviction filing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576084,24-0571096,8/29/2024,9/30/2024,Frederick County,21703,Female,"African American or Black, not of Hispanic Origin",32,26000,,,,,Failure to pay rent,,,,,Prevented eviction from other housing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1576108,24-0571106,8/28/2024,11/20/2024,Montgomery County,20912,Female,"White, not of Hispanic Origin",76,11040,Yes,"No, I found out about it in court",Yes,Self-represented,Breach of lease,,,Friends/family – in MD,Prefer not to answer,Obtained representation in housing defensive litigation,,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1576143,24-0571117,8/28/2024,9/5/2024,Frederick County,21702,Female,"White, not of Hispanic Origin",46,12600,,,,,Failure to pay rent,,,,,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1576200,24-0571145,8/28/2024,10/28/2024,Montgomery County,20842,Male,"White, not of Hispanic Origin",18,0,No,"No, I found out about it in court",No,,Other,Wrongful detainer,,Other,Already vacated,Prevented eviction filing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576201,24-0571146,8/28/2024,11/20/2024,Baltimore County,21222,Female,"African American or Black, not of Hispanic Origin",34,11196,Not asked,,Not asked,Represented by attorney,Breach of lease,,,Friends/family – in MD,Yes,Obtained other benefit for tenant,Obtained stipulated dismissal,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Avoid subsidy termination, Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",Achieved,Planned,Achieved,,Achieved,,,,Achieved,,,,,
1576206,24-0571148,8/28/2024,10/8/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",25,30000,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Avoided or obtained redress for illegal or unfair charges by landlord,Reduced judgment amount,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Reduce rent/fee,,,,,,,,,,Achieved,,,,
1576271,24-0571175,8/28/2024,10/25/2024,Montgomery County,20877,Female,"African American or Black, not of Hispanic Origin",38,6420,No,"No, I found out about it in court",No,Represented by attorney,Holdover,,,Another apartment,No,Obtained reasonable accommodation,,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure time to move (30 days or more)",Planned,,,,Achieved,,,,,,,,,
1576314,24-0571198,8/28/2024,9/27/2024,Baltimore County,21222,Female,"White, not of Hispanic Origin",35,24000,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,Rent Escrow re FTPR,,Unknown,No,Avoided or obtained redress for illegal or unfair charges by landlord,Obtained $2000 reduction in rent owed,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Reduce rent/fee,,,,,,,,,,Achieved,,,,
1576318,24-0571200,8/28/2024,8/29/2024,Anne Arundel County,21076,Female,"African American or Black, not of Hispanic Origin",56,15600,Not asked,"No, I found out about it in court",Not asked,Represented by agent,Failure to pay rent,,Not asked,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576322,24-0571202,8/28/2024,9/29/2024,Washington County,21795,Female,"White, not of Hispanic Origin",30,26400,No,,No,Represented by agent,Failure to pay rent,,Yes,Shelter,Already vacated,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576330,24-0571205,8/28/2024,11/25/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",60,17832,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Not asked,Unknown,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1576457,24-0571267,8/29/2024,9/27/2024,Baltimore County,21222,Female,"African American or Black, not of Hispanic Origin",40,39916,Yes,"Yes, and the legal services provider told me to see them at court",No,Self-represented,Failure to pay rent,,No,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Other client goal (please specify), Prevent eviction filing",,,Planned,,,,,,,,,,,Goal changed
1576556,24-0571312,8/29/2024,9/20/2024,Baltimore County,21136,Female,"African American or Black, not of Hispanic Origin",46,21600,Yes,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Shelter,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1576560,24-0571314,8/29/2024,9/29/2024,Frederick County,21754,Male,"White, not of Hispanic Origin",42,15600,Yes,,No,Self-represented,Failure to pay rent,,Yes,Unknown,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure time to move (30 days or more)",Achieved,,,,Achieved,,,,,,,,,
1576584,24-0571325,8/29/2024,9/20/2024,Baltimore County,21136,Male,"African American or Black, not of Hispanic Origin",36,19200,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,No,Street/unsheltered,Yes,Prevented eviction from other housing,Dismissal after motion to vacate,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance",Achieved,,,,,Planned,,,,,,,,
1576587,24-0571326,8/29/2024,11/14/2024,Baltimore County,21222,Female,"African American or Black, not of Hispanic Origin",45,7800,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1576658,24-0571350,8/29/2024,8/30/2024,Baltimore County,21234,Female,"African American or Black, not of Hispanic Origin",27,0,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Hotel/motel,Prefer not to answer,Prevented eviction from other housing,Dismissed Prior to Litigation,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Secure rent assistance",,,Achieved,,,Planned,,,,,,,,
1576678,24-0571357,8/29/2024,8/30/2024,Baltimore County,21136,Male,"African American or Black, not of Hispanic Origin",37,0,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – outside of MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance",Planned,,,,,Planned,,,,,,,,
1576694,24-0571361,8/29/2024,8/30/2024,Baltimore County,21234,Female,"African American or Black, not of Hispanic Origin",41,19200,No,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Represented by agent,Failure to pay rent,,Unsure,Hotel/motel,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure time to move (30 days or more)",Planned,,,,Achieved,,,,,,,,,
1576700,24-0571362,8/29/2024,11/27/2024,Howard County,20723,Female,"African American or Black, not of Hispanic Origin",28,0,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Another apartment,Yes,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance",Not achieved,,,,,Achieved,,,,,,,,
1576702,24-0571363,8/29/2024,10/2/2024,Baltimore City,21209,Female,"African American or Black, not of Hispanic Origin",43,30000,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by agent,Failure to pay rent,,Unsure,Friends/family – in MD,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move",Planned,Planned,,,,,,,,,,,,
1576716,24-0571371,9/4/2024,9/27/2024,Baltimore County,21227,Male,"African American or Black, not of Hispanic Origin",36,0,No,"No, I found out about it in court",Not asked,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,Prevented eviction from other housing,Obtained dismissal,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1576752,24-0571381,8/29/2024,9/9/2024,Charles County,20640,Female,"African American or Black, not of Hispanic Origin",46,47000,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Self-represented,Failure to pay rent,,Yes,Another apartment,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance but it was denied",In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1576803,24-0571408,8/9/2024,8/30/2024,Howard County,21043,Male,"African American or Black, not of Hispanic Origin",48,33600,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Not asked,Another apartment,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576804,24-0571409,8/30/2024,8/30/2024,Howard County,21043,Female,"African American or Black, not of Hispanic Origin",52,0,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Not asked,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576815,24-0571418,8/30/2024,9/11/2024,Montgomery County,20850,Male,"African American or Black, not of Hispanic Origin",31,12000,Not asked,"No, I found out about it in court",Not asked,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1576838,24-0571429,8/30/2024,9/30/2024,Howard County,21044,Male,"African American or Black, not of Hispanic Origin",59,31200,Yes,"No, I found out about it in court",Prefer not to respond,Represented by attorney,Failure to pay rent,,Yes,Street/unsheltered,Yes,"Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",Not achieved,Planned,,,Achieved,Planned,,,,,,,,
1576858,24-0571436,8/30/2024,11/25/2024,Howard County,21043,Male,"African American or Black, not of Hispanic Origin",0,48000,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576859,24-0571437,8/30/2024,9/9/2024,Baltimore County,21136,Female,"African American or Black, not of Hispanic Origin",28,29280,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Friends/family – outside of MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent involuntary move, Remediate defective conditions",,Achieved,,,,,Goal changed,,,,,,,
1576879,24-0571447,8/30/2024,9/11/2024,Montgomery County,20850,Male,American Indian or Alaskan,26,30000,No,"No, I found out about it in court",No,,Failure to pay rent,,No,Unknown,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,Prevent eviction judgment,Planned,,,,,,,,,,,,,
1576883,24-0571449,8/30/2024,10/17/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",29,0,No,"No, I found out about it in court",Not asked,Self-represented,Failure to pay rent,,Yes,Street/unsheltered,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1576898,24-0571459,8/30/2024,9/4/2024,Frederick County,21702,Female,Hispanic,40,29900,No,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Prevented eviction filing, Prevented eviction from other housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1576907,24-0571466,8/30/2024,9/4/2024,Frederick County,21702,Female,"African American or Black, not of Hispanic Origin",63,27600,Yes,,No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,"Prevented eviction filing, Prevented eviction from other housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1576918,24-0571474,8/30/2024,10/24/2024,Frederick County,21701,Female,"African American or Black, not of Hispanic Origin",26,26000,No,,No,Self-represented,Failure to pay rent,,Yes,Other,Yes,"Delayed eviction, providing time to seek alternative housing",Delayed for funding,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Secure rent assistance,,,,,,Achieved,,,,,,,,
1576927,24-0571479,8/30/2024,9/30/2024,Frederick County,21701,Female,"African American or Black, not of Hispanic Origin",63,24000,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Other,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1576928,24-0571480,8/30/2024,9/30/2024,Anne Arundel County,21076,Female,"African American or Black, not of Hispanic Origin",26,23400,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Friends/family – outside of MD,No,"Delayed eviction, providing time to seek alternative housing, Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Reduce rent/fee",Achieved,,Not achieved,,,,,,,Goal changed,,,,
1576952,24-0571494,8/30/2024,10/3/2024,Baltimore County,21234,Male,"White, not of Hispanic Origin",59,15600,Yes,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,Not asked,Unknown,Yes,Obtained counseling services on a housing matter,Assisted in filing Motions to Stay eviction,Document Preparation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Not achieved,,,,,,,,,,,,
1577032,24-0571533,8/30/2024,9/3/2024,Charles County,20640,Female,"African American or Black, not of Hispanic Origin",44,56000,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,,,,,,,,,,,,
1577066,24-0571539,9/2/2024,9/30/2024,Washington County,21795,Female,"African American or Black, not of Hispanic Origin",53,30000,No,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Avoided or obtained redress for illegal or unfair charges by landlord,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Mitigate damages,,,,Achieved,,,,,,,,,,
1577070,24-0571540,9/2/2024,9/29/2024,Washington County,21740,Female,"White, not of Hispanic Origin",48,25200,No,"No, I found out about it in court",Yes,Self-represented,Failure to pay rent,,No,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,Achieved,,,,,,,,,,,
1577139,24-0571589,9/3/2024,9/29/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",57,6696,No,"No, I found out about it in court",Yes,Represented by attorney,Failure to pay rent,,Yes,Street/unsheltered,Prefer not to answer,Avoided or obtained redress for illegal or unfair charges by landlord,Got amount of rent owed reduced,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Reduce rent/fee,,,,,,,,,,Achieved,,,,
1577145,24-0571592,9/3/2024,9/29/2024,Carroll County,21787,Male,"African American or Black, not of Hispanic Origin",33,24000,No,"No, I found out about it in court",No,Represented by agent,Holdover,,,Street/unsheltered,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1577148,24-0571594,9/3/2024,9/28/2024,Carroll County,21157,Female,"White, not of Hispanic Origin",35,26000,No,,No,Self-represented,Failure to pay rent,,No,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1577178,24-0571608,9/3/2024,9/14/2024,Washington County,21740,Female,"White, not of Hispanic Origin",40,31200,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by agent,Failure to pay rent,,Yes,Shelter,Yes,Prevented eviction from other housing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1577184,24-0571613,9/3/2024,9/10/2024,Baltimore County,21244,Female,"White, not of Hispanic Origin",27,9192,Yes,"Yes, and the legal services provider told me to see them at court",Yes,,Failure to pay rent,,No,Unknown,Yes,Prevented eviction filing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Obtain accommodation, Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Reduce rent/fee, Secure rent assistance",Achieved,Achieved,Achieved,,,,,,,,,,,
1577324,24-0571666,9/3/2024,10/21/2024,Baltimore City,21209,Female,"African American or Black, not of Hispanic Origin",43,30000,No,,No,Represented by attorney,Breach of lease,,,Unknown,No,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,Achieved,,,Achieved,,,,,,,,,
1577348,24-0571674,9/3/2024,10/11/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",56,31200,No,"No, I received materials about ACE, but didn’t understand them.",No,Represented by agent,Failure to pay rent,,Yes,Not asked,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Reduce rent/fee,,,,,,,,,,Achieved,,,,
1577356,24-0571678,9/3/2024,9/9/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",63,7835.88,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,,Failure to pay rent,,No,Street/unsheltered,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent involuntary move",,Achieved,Achieved,,,,,,,,,,,
1577395,24-0571697,9/3/2024,9/6/2024,Baltimore County,21204,Female,Multiracial,53,19584,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1577626,24-0571822,9/4/2024,9/12/2024,Frederick County,21704,Female,Multiracial,50,68316,,,,,Failure to pay rent,,,,,"Prevented eviction filing, Prevented eviction from public or subsidized housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Achieved,,,,,,,,,,,
1577641,24-0571830,9/4/2024,11/14/2024,Baltimore County,21030,Female,"African American or Black, not of Hispanic Origin",32,24000,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Shelter,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1577734,24-0571879,9/4/2024,10/10/2024,Baltimore County,21208,Female,"African American or Black, not of Hispanic Origin",66,27600,Yes,"Yes, and the legal services provider told me to see them at court",Yes,,Failure to pay rent,,No,Unknown,Yes,Avoided or obtained redress for illegal or unfair charges by landlord,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Planned,,,,,,,,,,,
1577910,24-0571957,9/5/2024,9/9/2024,Baltimore County,21133,Female,"African American or Black, not of Hispanic Origin",29,30000,No,"No, I found out about it in court",Yes,,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1577992,24-0571998,9/5/2024,9/6/2024,Baltimore County,21133,Female,"African American or Black, not of Hispanic Origin",74,30912,Yes,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1578016,24-0572008,9/5/2024,10/2/2024,Baltimore County,21222,Female,"African American or Black, not of Hispanic Origin",27,0,Yes,,Not asked,Represented by agent,Failure to pay rent,,Yes,Friends/family – outside of MD,Already vacated,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation, Prevented eviction filing",,Negotiation,,,"Yes, the opposing party requested a continuance and it was granted",In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1578079,24-0572030,9/5/2024,9/6/2024,Charles County,20602,Female,"African American or Black, not of Hispanic Origin",42,0,Yes,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1578095,24-0572035,9/5/2024,9/30/2024,Anne Arundel County,21061,Female,"African American or Black, not of Hispanic Origin",54,36000,No,"No, I found out about it in court",Prefer not to respond,Represented by agent,Failure to pay rent,,Unsure,Unknown,No,Obtained counseling services on a housing matter,,Counseling,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1578179,24-0572113,9/6/2024,9/9/2024,Baltimore County,21133,Male,"African American or Black, not of Hispanic Origin",38,0,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",Not achieved,Achieved,Achieved,,,,,,,,,,,
1578189,24-0572119,9/6/2024,9/9/2024,Baltimore County,21133,Female,"African American or Black, not of Hispanic Origin",34,9600,Yes,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,No,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Not achieved,Achieved,Achieved,,,,,,,,,,,
1578199,24-0572125,9/6/2024,9/29/2024,Frederick County,21701,Male,Hispanic,23,31200,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Administrative Proceedings,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1578203,24-0572126,9/6/2024,9/9/2024,Baltimore City,21239,Female,"African American or Black, not of Hispanic Origin",39,50000,No,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,No,Friends/family – in MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Reduce rent/fee, Secure monetary relief, Secure rent assistance",Achieved,,Achieved,,,Not achieved,,Not achieved,,Not achieved,,,,
1578208,24-0572128,9/6/2024,10/1/2024,Frederick County,21703,Male,"White, not of Hispanic Origin",40,30000,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Friends/family – in MD,Prefer not to answer,"Delayed eviction, providing time to seek alternative housing, Obtained other benefit for tenant, Prevented eviction from other housing",secured additional time to pay past due rent,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
