Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1555378,,24-0560714,6/11/2024,11/15/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",54,English,No,,1,0,3328,Income from their employment,Yes, ,,,,Not asked,,640,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,1-2 years,No,Another apartment,Not asked,,No,No,,Not asked,,,No,Self-represented,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,No,Not asked,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1555508,,24-0560774,6/11/2024,6/26/2024,21136,Baltimore County,Female,"White, not of Hispanic Origin",50,English,No,,2,0,11364,SSI or SSD,Not asked, ,,No,Other,No,,1319,Failure to pay rent,,Yes,1 month,1 month,Not asked,,,,Not asked,6-9 years,No,Not asked,,,Yes,Not asked,,,,,Not asked,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,Not applicable to this case,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1555695,,24-0560857,6/11/2024,6/29/2024,20782,Prince George's County,Male,"African American or Black, not of Hispanic Origin",29,English,No,,1,0,6048,SSI or SSD,No,No.,,Yes,,Yes,Yes,54,Failure to pay rent,,No,6 or more months,6 or more months,Other,,,,"Yes, some of it",1-2 years,Yes,Friends/family – in MD,Yes,No,Yes,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Represented by attorney,Prevent involuntary move,,Achieved,,,,,Achieved,Achieved,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1555729,,24-0560885,6/6/2024,6/23/2024,21209,Baltimore City,Female,"African American or Black, not of Hispanic Origin",54,English,Not asked,No,1,4,57200,"Income from another household member's employment, Income from their employment",Yes,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,1786,Failure to pay rent,,Yes,2 months,2 months,Recent increase in rent,,,,"Yes, some of it",3-5 years,No,Another apartment,Yes,Yes,No,Yes,Approved,,,,Yes,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Not asked,,,Representation in Judicial Litigation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1555770,,24-0560907,6/12/2024,7/17/2024,21215,Baltimore City,Female,"African American or Black, not of Hispanic Origin",60,English,,No,1,0,11316,SSI or SSD,No, ,,,,No,,0,Failure to pay rent,,Yes,6 or more months,6 or more months,Not asked,,,,Not asked,1-2 years,Yes,Another apartment,Yes,Yes,Already vacated,Not asked,,,Project-based Section 8,,No,Represented by attorney,Reduce rent/fee,,,,,,,,,,Not achieved,,,,,,0,Not applicable to this case,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1555863,,24-0560959,6/12/2024,6/26/2024,21401,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",43,English,No,,4,1,60000,"Income from another household member's employment, Income from their employment",Not asked, ,,Yes,,No,,1100,Breach of lease,,,,,,,,,,6-9 years,Yes,Not asked,No,,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – project-based voucher,,Not asked,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,Not applicable to this case,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1555873,,24-0560964,6/12/2024,7/9/2024,21040,Harford County,Female,"African American or Black, not of Hispanic Origin",30,English,,No,1,2,36000,Income from their employment,No,No.,,,,Yes,Yes,1400,Breach of lease,,,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,Not asked,"Yes, some of it",1-2 years,Not asked,Unknown,No,,Yes,Yes,Denied,,,,,,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1555892,,24-0560972,6/12/2024,7/22/2024,20874,Montgomery County,Female,"White, not of Hispanic Origin",58,English,,No,1,0,24000,Income from their employment,No,No.,,,,Not asked,,1080,Failure to pay rent,,Yes,I believe I am current on my rent,6 or more months,Other,,,Not asked,"Yes, some of it",10+ years,No,Another apartment,No,,Yes,No,,I did not qualify,,,No,Self-represented,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,Achieved,Achieved,Achieved,,,,,,Achieved,,10500,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Not asked,,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation, Prevented eviction filing, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1555907,,24-0560983,6/12/2024,6/30/2024,21212,Baltimore City,Female,"African American or Black, not of Hispanic Origin",35,English,No,,1,2,16900,Income from their employment,, ,,Yes,,No,,706,Breach of lease,,,,,,,,,,3-5 years,Yes,,No,,Yes,,,,Project-based Section 8,,,Represented by attorney,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1555936,,24-0560997,7/2/2024,7/31/2024,21043,Howard County,Female,"White, not of Hispanic Origin",70,English,No,,2,0,15240,SSI or SSD,Yes, ,,,,No,,1405,Holdover,,,,,,,,,,1-2 years,Yes,Shelter,Yes,No,Prefer not to answer,No,,Not asked,Low Income Housing Tax Credit (LIHTC),,Not asked,Represented by attorney,"Prevent eviction judgment, Secure time to move (30 days or more)",,,,,,,Not achieved,,,,,,,Achieved,,0,No,Moved,61-90 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1556065,,24-0561055,6/13/2024,8/19/2024,21218,Baltimore City,Male,"African American or Black, not of Hispanic Origin",76,English,No,,1,0,7800,SSI or SSD,Not asked, ,,,,No,,438,Breach of lease,,,,,,,,,,3-5 years,Yes,Not asked,Not asked,,Yes,Not asked,,,Public Housing,,Not asked,Represented by attorney,"Avoid subsidy termination, Prevent involuntary move",,Achieved,,,,,,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Negotiation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1556069,,24-0561057,6/13/2024,7/16/2024,21619,Queen Anne's County,Male,"African American or Black, not of Hispanic Origin",64,English,No,,1,0,13200,SSI or SSD,Not asked, ,,,,Not asked,,339,Failure to pay rent,,,,,,,,,,10+ years,Yes,Unknown,Yes,Yes,Yes,Yes,Pending/Unsure,,USDA Rural Housing,,Yes,Represented by agent,"Avoid subsidy termination, Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,Achieved,,,,Goal changed,Achieved,Achieved,,,,,,,Achieved,0,No,Stayed,,,Negotiation,,,"Prevented eviction from public or subsidized housing, Prevented termination of housing subsidy",,In-house staff,ACE Special Fund
1556071,,24-0561058,6/13/2024,7/13/2024,21205,Baltimore City,Female,"African American or Black, not of Hispanic Origin",77,English,,No,1,0,14832,SSI or SSD,, ,,,,No,,202,Failure to pay rent,,,,5 months,,,,,,3-5 years,Yes,,,,Yes,,,,Public Housing,,,Represented by agent,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1556095,,24-0561066,6/13/2024,6/26/2024,21215,Baltimore City,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,2,28600,Income from their employment,Not asked, ,,Yes,,No,,2000,Failure to pay rent,,No,3 months,3 months,"Job loss or reduced/inconsistent hours, Withheld rent due to conditions issues","Infestation or pests, No or insufficient heat, Plumbing leaks (including sewer/sewage issues)",,Yes,Not asked,Less than 1 year,No,Not asked,No,,Yes,Not asked,,,,,Not asked,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556159,,24-0561098,6/13/2024,10/10/2024,21231,Baltimore City,Female,"African American or Black, not of Hispanic Origin",39,English,,,2,2,32240,Income from their employment,Not asked, ,,,,Not asked,,0,Failure to pay rent,,Yes,,,Other,,,,,,,Not asked,,,Yes,,,,,,,Represented by agent,,,,,,,,Achieved,,,,,,,,,0,,,,,Negotiation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1556239,,24-0561125,6/14/2024,7/3/2024,20872,Montgomery County,Female,Hispanic,26,English,,,1,2,52936,"Child support, Income from their employment",No, ,,Yes,,,,0,Failure to pay rent,,,,,,,,,,,,,No,,Yes,,,,,,,Represented by agent,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Planned,Planned,,,,,,,,0,,,,,Document Preparation,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556250,,24-0561132,6/13/2024,6/19/2024,20745,Prince George's County,Female,"African American or Black, not of Hispanic Origin",42,English,No,,2,2,23400,Income from their employment,Yes,No.,,Yes,,Not asked,,1781,Failure to pay rent,,Yes,2 months,2 months,Not asked,,,,"Yes, all of it",1-2 years,No,Not asked,Yes,Yes,Yes,Not asked,,,,,Not asked,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Achieved,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1556292,,24-0561154,6/13/2024,6/28/2024,21234,Baltimore County,Female,"African American or Black, not of Hispanic Origin",43,English,,,1,2,0,No income,Prefer not to respond, ,,,,No,,0,Failure to pay rent,,Yes,,,,,,,,,,Shelter,,,Yes,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Negotiation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1556422,,24-0561227,6/14/2024,6/26/2024,21217,Baltimore City,Female,"African American or Black, not of Hispanic Origin",41,English,No,,3,2,26000,Income from their employment,Not asked, ,,Yes,,Yes,No,1300,Failure to pay rent,,Not asked,3 months,3 months,Withheld rent due to conditions issues,"Mold, Plumbing leaks (including sewer/sewage issues)",,Yes,"Yes, all of it",Less than 1 year,No,Not asked,No,,Yes,Not asked,,,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556470,,24-0561246,1/17/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",40,English,No,,1,3,0,No income,Yes,No.,,Yes,,No,,1439,Failure to pay rent,,Yes,5 months,5 months,Withheld rent due to conditions issues,,,Yes,"Yes, some of it",Less than 1 year,No,Not asked,Yes,Yes,No,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure supply of affordable rental housing, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,Planned,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Overcame denial of tenant's rights under lease, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1556488,,24-0561252,2/12/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",40,English,,No,1,3,0,No income,Yes,No.,,Yes,,No,,1439,Failure to pay rent,,No,6 or more months,6 or more months,"Other, Withheld rent due to conditions issues",,,Yes,"Yes, some of it",Less than 1 year,No,Another apartment,Yes,Yes,No,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure supply of affordable rental housing, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,Planned,0,No,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1556494,,24-0561253,3/22/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",40,English,No,,1,3,0,No income,Yes,No.,,Yes,,No,,1439,Failure to pay rent,,No,6 or more months,6 or more months,Withheld rent due to conditions issues,,,Yes,"Yes, some of it",Less than 1 year,No,Not asked,Yes,Yes,No,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure supply of affordable rental housing, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,Planned,0,Yes – the amount was reduced through legal negotiation,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1556514,,24-0561259,6/14/2024,6/18/2024,20707,Prince George's County,Male,"White, not of Hispanic Origin",82,English,Yes,Yes,1,0,14000,SSI or SSD,Yes,No.,,Yes,,Yes,Yes,1107,Failure to pay rent,,Yes,I believe I am current on my rent,6 or more months,,,,,,10+ years,No,Unknown,Yes,Yes,Yes,Not asked,,,,,Not asked,Represented by attorney,"Mitigate damages, Prevent eviction judgment, Prevent involuntary move",,,Achieved,,,,Achieved,Achieved,,,,,,,,7804,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1556526,,24-0561265,6/14/2024,6/26/2024,20747,Prince George's County,Female,"African American or Black, not of Hispanic Origin",31,English,No,,1,2,57200,"Income from another household member's employment, Income from their employment",Not asked, ,,No,Other,No,,0,Failure to pay rent,,No,2 months,2 months,Other,,,,"Yes, some of it",1-2 years,No,Not asked,,,Yes,Not asked,,,,,Not asked,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556543,,24-0561272,6/14/2024,10/11/2024,20770,Prince George's County,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,0,26130,Income from their employment,Yes, ,,,,No,,2205,Failure to pay rent,,Yes,5 months,1 month,Not asked,,,,"Yes, some of it",3-5 years,No,Unknown,Yes,Yes,Yes,Yes,Pending/Unsure,,,,Yes,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1556556,,24-0561279,6/14/2024,7/17/2024,21217,Baltimore City,Female,"African American or Black, not of Hispanic Origin",47,English,No,,1,1,4620,Child support,Yes, ,,,,No,,900,Holdover,,,,,,Infestation or pests,,,,6-9 years,No,Friends/family – in MD,Yes,Yes,No,No,,"I tried, but funds were not available",,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,7909,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Moved,30-60 days,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1556590,,24-0561297,6/14/2024,11/15/2024,21224,Baltimore City,Female,Prefer not to respond,40,English,No,,1,2,0,No income,No, ,,,,Not asked,,1550,Failure to pay rent,,No,I believe I am current on my rent,4 months,,,,,,1-2 years,No,Not asked,No,,Yes,Not asked,,,,,Not asked,Self-represented,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,6400,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1556598,,24-0561300,6/14/2024,8/24/2024,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",81,English,No,,1,0,62400,"Pension, SSI or SSD",Yes, ,,Yes,,No,,1256,Failure to pay rent,,Yes,2 months,4 months,Other,,,,"Yes, some of it",10+ years,No,Not asked,Yes,No,Yes,No,,I did not know how to apply,,,No,Represented by attorney,"Mitigate damages, Prevent eviction judgment, Secure time to move (30 days or more)",,,Achieved,,,,Not achieved,,,,,,,Achieved,,1000,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1556642,,24-0561325,6/14/2024,10/10/2024,21218,Baltimore City,Female,"African American or Black, not of Hispanic Origin",36,English,No,,1,0,0,No income,Not asked, ,,,,Not asked,,550,Other,Wrongful detainer,,,,,,,,,Less than 1 year,No,Not asked,Yes,Yes,Yes,No,,Not asked,,,Not asked,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1556647,,24-0561326,6/14/2024,10/11/2024,21224,Baltimore City,Female,"African American or Black, not of Hispanic Origin",38,English,No,,2,1,31824,Income from their employment,No, ,,,,No,,775,Failure to pay rent,,No,1 month,3 months,Not asked,,,,"Yes, all of it",3-5 years,Yes,Not asked,No,,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by agent,"Mitigate damages, Prevent eviction judgment, Reduce rent/fee",,,Planned,,,,Planned,,,Planned,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556651,,24-0561328,6/14/2024,6/18/2024,20748,Prince George's County,Male,"African American or Black, not of Hispanic Origin",42,English,No,,2,0,28800,Income from their employment,No,No.,,Yes,,No,,1684,Failure to pay rent,,Yes,2 months,2 months,"Competing expense, Job loss or reduced/inconsistent hours",,,,"Yes, some of it",Less than 1 year,No,Another apartment,No,,Yes,No,,I did not know how to apply,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,Planned,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1556705,,24-0561351,6/14/2024,6/28/2024,21229,Baltimore City,Female,"African American or Black, not of Hispanic Origin",31,English,No,,1,2,9288,Temporary Cash Assistance (TCA),Yes,No.,,Yes,,No,,0,Holdover,,,,,,,,,,,Yes,Friends/family – in MD,,,Yes,,,,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556729,,24-0561364,6/14/2024,9/17/2024,20707,Prince George's County,Male,"African American or Black, not of Hispanic Origin",69,English,No,,1,0,18000,SSI or SSD,Yes, ,,,,Not asked,,920,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,,Yes,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,Other,Senior Housing,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,1886,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,"Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1556785,,24-0561416,6/17/2024,6/26/2024,21804,Wicomico County,Female,"African American or Black, not of Hispanic Origin",32,English,No,,1,5,22800,Veterans benefits,Yes,No.,,Yes,,Yes,No,1736,Holdover,,,,,,,,,,1-2 years,No,Street/unsheltered,Yes,Yes,No,,Denied,,,,,Represented by attorney,Secure time to move (30 days or more),,,Achieved,,,,,,,,,,,Goal changed,,1869,Not applicable to this case,,,,Representation in Judicial Litigation,,,"Obtained other benefit for tenant, Obtained representation in housing defensive litigation","obtained dismissals in 2 FTPR cases and onyl 1 JFP in a TNHO, and secured an additional 10 day stay",In-house staff,ACE Special Fund
1556798,,24-0561418,6/17/2024,6/28/2024,21102,Carroll County,Female,"White, not of Hispanic Origin",41,English,,No,1,2,18000,Income from their employment,No,No.,,Yes,,No,,0,Other,Wrongful Detainer,,,,,,,,,3-5 years,No,Unknown,No,,No,Not asked,,,,,Not asked,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,Not applicable to this case,Not asked,,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1556805,,24-0561422,6/17/2024,6/26/2024,21804,Wicomico County,Female,"African American or Black, not of Hispanic Origin",32,English,No,,1,5,22800,Veterans benefits,Yes,No.,,Yes,,Yes,No,1736,Failure to pay rent,,Yes,3 months,3 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Street/unsheltered,Yes,Yes,No,,Denied,,,,,Represented by attorney,Prevent eviction judgment,,,Achieved,,,,Achieved,,,,,,,Not achieved,,1869,No,,,,Negotiation,,,Obtained other benefit for tenant,negotiated dismissals in 2 FTPR cases,In-house staff,ACE Special Fund
1556837,,24-0561438,6/17/2024,7/8/2024,21157,Carroll County,Female,"White, not of Hispanic Origin",75,English,,No,2,0,35676,"SSI or SSD, Temporary Cash Assistance (TCA)",No,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,Yes,No,0,Other,Wrongful Detainer,,,,,,,,,3-5 years,No,Unknown,No,,Yes,Not asked,,,,,Not asked,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,Not applicable to this case,,,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1556881,,24-0561461,6/17/2024,10/31/2024,21229,Baltimore City,Female,"African American or Black, not of Hispanic Origin",69,English,No,,1,0,25764,SSI or SSD,Not asked, ,,,,Not asked,,363,Failure to pay rent,none,,,,,Other,no conditions issues,,,6-9 years,Yes,Not asked,Not asked,,Not asked,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by agent,Prevent eviction filing,,,,,,Planned,,,,,,,,,,0,No,Stayed,,,Document Preparation,Investigation,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1556998,,24-0561513,6/17/2024,6/18/2024,20708,Prince George's County,Female,"African American or Black, not of Hispanic Origin",31,English,No,,1,1,15600,Income from their employment,Yes,No.,,Yes,,Not asked,,1418,Failure to pay rent,,Yes,2 months,2 months,Not asked,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Not asked,,,,,Not asked,Represented by attorney,"Prevent eviction judgment, Secure time to move (30 days or more)",,,,,,,Not achieved,,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557021,,24-0561522,4/9/2024,6/18/2024,20745,Prince George's County,Female,"African American or Black, not of Hispanic Origin",45,English,No,,1,0,33800,Income from their employment,Yes,No.,,Yes,,No,,1179,Failure to pay rent,,Yes,3 months,4 months,Not asked,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,,,,,,Not achieved,Achieved,,,,,,,Planned,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557023,,24-0561523,4/16/2024,6/18/2024,20745,Prince George's County,Female,"African American or Black, not of Hispanic Origin",45,English,No,,1,0,33800,Income from their employment,Yes,No.,,Yes,,No,,1179,Failure to pay rent,,Yes,3 months,3 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,,,,,,Not achieved,Planned,,,,,,,Planned,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557025,,24-0561524,6/14/2024,6/18/2024,20745,Prince George's County,Female,"African American or Black, not of Hispanic Origin",45,English,No,,1,0,33800,Income from their employment,Yes,No.,,Yes,,No,,1179,Failure to pay rent,,Yes,2 months,3 months,,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,,,,,,Not achieved,Planned,,,,,,,Planned,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557096,,24-0561561,6/17/2024,10/11/2024,21229,Baltimore City,Female,Prefer not to respond,59,English,No,,1,0,11316,SSI or SSD,No, ,,,,No,,1066,Failure to pay rent,,Yes,6 or more months,6 or more months,"Recent increase in rent, Recertification issues with housing subsidy",,,,No,1-2 years,Yes,Unknown,Yes,No,Yes,Not asked,,,Project-based Section 8,,Not asked,Represented by agent,"Avoid subsidy termination, Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,Planned,,,,,Achieved,Achieved,,,,,,Goal changed,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
